32.500000 14.800000 2
31.950000 16.250000 2
11.150000 18.100000 3
13.200000 5.850000 5
18.950000 6.850000 5
38.400000 20.000000 1
15.950000 12.600000 5
20.100000 18.950000 4
11.800000 6.650000 5
17.400000 11.650000 5
20.650000 10.350000 5
38.200000 17.250000 2
15.050000 12.950000 5
37.650000 18.300000 2
17.800000 18.650000 4
18.850000 12.450000 5
20.100000 15.400000 4
32.800000 18.200000 2
9.650000 19.750000 3
20.900000 9.900000 5
16.300000 11.650000 5
33.050000 10.650000 1
31.750000 14.700000 2
40.800000 10.650000 1
14.750000 5.750000 5
34.700000 8.550000 1
33.600000 15.050000 2
33.250000 21.000000 1
32.550000 15.400000 2
17.000000 10.050000 6
34.900000 17.000000 2
11.650000 7.350000 5
33.400000 18.750000 2
17.050000 19.850000 4
35.450000 17.000000 2
8.500000 19.200000 3
7.350000 18.300000 3
10.300000 19.150000 3
17.750000 12.650000 5
11.850000 10.000000 5
38.350000 10.400000 1
12.450000 8.700000 5
35.450000 18.700000 2
13.150000 12.200000 5
18.950000 8.100000 5
21.950000 21.900000 4
20.000000 7.600000 5
13.950000 10.900000 5
29.150000 8.100000 1
12.700000 13.000000 5
20.450000 22.750000 4
8.050000 21.550000 3
32.050000 15.200000 2
32.850000 16.950000 2
20.500000 9.400000 5
15.850000 9.950000 6
34.300000 17.350000 2
10.700000 12.250000 5
38.450000 17.700000 2
15.350000 9.900000 6
10.050000 18.100000 3
9.750000 11.350000 5
27.700000 20.850000 1
20.900000 17.900000 4
31.550000 12.200000 1
17.900000 21.950000 4
8.550000 20.000000 3
12.900000 9.700000 5
15.850000 7.300000 5
40.700000 12.800000 1
33.800000 13.900000 2
14.450000 6.300000 5
16.050000 6.850000 5
17.300000 17.750000 4
30.400000 17.850000 1
15.100000 9.550000 6
33.050000 18.500000 2
19.100000 21.700000 4
18.350000 7.600000 5
18.250000 12.250000 5
18.350000 6.550000 5
11.700000 8.850000 5
13.150000 20.800000 3
38.800000 17.300000 2
37.000000 17.150000 2
17.950000 6.200000 5
11.950000 8.250000 5
17.500000 13.000000 5
37.650000 16.400000 2
10.100000 9.250000 5
14.650000 20.300000 3
17.850000 7.300000 5
17.650000 6.550000 5
31.700000 16.650000 2
31.950000 8.600000 1
32.450000 16.600000 2
38.600000 12.100000 1
21.400000 15.950000 4
38.600000 16.800000 2
17.050000 6.250000 5
14.200000 12.950000 5
37.650000 17.750000 2
10.200000 20.250000 3
18.300000 18.100000 4
15.600000 12.950000 5
16.450000 10.100000 6
15.000000 7.500000 5
12.900000 8.500000 5
11.400000 12.550000 5
34.750000 18.050000 2
37.150000 16.700000 2
36.050000 18.750000 2
41.950000 8.500000 1
10.350000 16.900000 3
16.500000 9.800000 6
18.500000 11.150000 5
18.950000 10.800000 5
34.000000 16.400000 2
14.100000 11.700000 5
17.250000 6.900000 5
19.650000 10.150000 5
40.150000 8.550000 1
19.900000 9.450000 5
20.150000 6.450000 5
16.750000 13.100000 5
16.700000 6.500000 5
13.250000 8.050000 5
18.300000 12.750000 5
14.450000 11.200000 5
29.450000 12.050000 1
9.600000 18.850000 3
13.400000 11.650000 5
29.800000 22.150000 1
11.100000 9.300000 5
33.000000 16.500000 2
20.650000 8.800000 5
36.600000 17.400000 2
29.900000 19.950000 1
12.050000 12.750000 5
36.600000 16.900000 2
18.450000 18.850000 4
19.400000 10.700000 5
16.900000 11.700000 5
32.900000 15.700000 2
35.300000 17.550000 2
13.350000 13.050000 5
11.500000 17.100000 3
12.600000 15.800000 3
35.750000 17.650000 2
15.850000 11.550000 5
19.000000 16.750000 4
17.200000 9.250000 6
11.550000 7.950000 5
10.050000 11.850000 5
10.900000 22.350000 3
10.900000 20.300000 3
15.500000 5.900000 5
32.550000 16.100000 2
21.250000 10.100000 5
35.650000 18.150000 2
32.450000 17.200000 2
8.950000 18.000000 3
33.300000 14.500000 2
17.850000 11.500000 5
42.250000 22.150000 1
38.700000 14.250000 1
20.400000 21.400000 4
9.750000 10.600000 5
20.100000 19.900000 4
36.550000 21.400000 1
37.150000 17.850000 2
30.950000 15.750000 2
12.100000 7.600000 5
16.250000 6.100000 5
9.200000 22.350000 3
13.950000 5.800000 5
32.450000 18.700000 2
15.800000 6.400000 5
18.750000 18.550000 4
17.450000 9.850000 6
16.550000 12.050000 5
19.100000 11.800000 5
21.750000 8.250000 5
12.100000 18.750000 3
40.950000 20.650000 1
34.150000 17.850000 2
21.900000 8.850000 5
18.800000 6.250000 5
32.650000 14.150000 2
27.250000 16.700000 1
12.450000 10.900000 5
42.250000 14.250000 1
16.950000 21.600000 4
19.250000 10.350000 5
35.250000 20.200000 1
36.050000 16.950000 2
16.500000 12.600000 5
10.250000 21.250000 3
26.800000 19.050000 1
17.750000 20.550000 4
27.250000 11.950000 1
11.900000 12.100000 5
32.150000 14.350000 2
21.250000 20.400000 4
10.650000 19.350000 3
10.600000 18.850000 3
19.300000 11.150000 5
12.700000 6.700000 5
13.550000 10.650000 5
19.550000 19.300000 4
33.150000 17.550000 2
29.050000 16.000000 1
34.750000 17.450000 2
19.100000 17.800000 4
36.150000 17.550000 2
36.750000 18.100000 2
36.100000 10.500000 1
17.000000 18.900000 4
33.350000 19.600000 2
14.650000 12.400000 5
28.000000 9.750000 1
11.250000 19.750000 3
19.650000 18.200000 4
19.100000 19.950000 4
11.250000 11.100000 5
16.600000 9.050000 6
33.150000 14.050000 2
15.900000 12.100000 5
10.650000 9.550000 5
32.800000 17.700000 2
11.300000 8.500000 5
34.950000 18.500000 2
15.100000 6.350000 5
11.700000 9.400000 5
34.050000 15.350000 2
17.100000 12.100000 5
42.550000 19.450000 1
18.000000 11.950000 5
13.200000 10.250000 5
19.500000 9.200000 5
12.450000 6.250000 5
33.700000 19.050000 2
12.350000 9.650000 5
14.100000 6.750000 5
36.600000 13.200000 1
31.150000 15.350000 2
37.500000 17.300000 2
13.800000 7.300000 5
21.450000 19.000000 4
26.750000 22.150000 1
13.950000 22.050000 3
15.350000 7.050000 5
30.350000 13.850000 1
27.150000 14.850000 1
12.650000 12.400000 5
21.200000 8.700000 5
18.650000 20.700000 4
19.000000 22.700000 4
34.300000 14.850000 2
33.000000 15.250000 2
10.900000 10.400000 5
18.750000 15.500000 4
16.600000 9.450000 6
34.350000 18.350000 2
34.000000 18.700000 2
15.050000 11.550000 5
21.250000 7.250000 5
